
 num     #instances         #bytes  class name
1513:             5            160  sun.security.provider.SecureRandom
1514:            10            160  sun.security.util.AbstractAlgorithmConstraints$1
1515:             5            160  sun.util.locale.provider.LocaleProviderAdapter$Type
1516:             1            152  com.netflix.appinfo.InstanceInfo
1517:             1            152  org.apache.catalina.session.StandardManager
1518:             3            144  [F
1519:             2            144  [Ljava.math.BigDecimal;
1520:             6            144  [Ljava.net.InetSocketAddress;
1521:             4            144  [Lorg.apache.catalina.core.ApplicationFilterConfig;
1522:             3            144  [Lsun.nio.ch.SelectionKeyImpl;
1523:             2            144  [Lsun.security.ssl.SSLCipher;
1524:             6            144  com.fasterxml.jackson.annotation.JsonAutoDetect$Visibility
1525:             6            144  com.fasterxml.jackson.annotation.JsonInclude$Include
1526:             6            144  com.fasterxml.jackson.annotation.JsonInclude$Value
1527:             6            144  com.fasterxml.jackson.core.JsonParser$NumberType
1528:             6            144  com.netflix.servo.monitor.NumericMonitorWrapper
1529:             9            144  com.sun.jersey.server.impl.uri.rules.CombiningMatchingPatterns
1530:             9            144  com.sun.jersey.server.impl.uri.rules.SequentialMatchingPatterns
1531:             9            144  com.sun.jersey.server.spi.component.ResourceComponentDestructor
1532:             6            144  com.sun.jersey.spi.container.servlet.WebComponent$ContextInjectableProvider
1533:             6            144  com.sun.org.apache.xerces.internal.util.Status
1534:             9            144  com.sun.proxy.$Proxy121
1535:             9            144  com.sun.proxy.$Proxy127
1536:             9            144  com.sun.proxy.$Proxy96
1537:             3            144  com.sun.xml.internal.bind.v2.runtime.property.SingleElementNodeProperty
1538:             3            144  freemarker.core.BuiltInsForDates$dateType_if_unknownBI
1539:             3            144  freemarker.core.BuiltInsForMultipleTypes$dateBI
1540:             3            144  freemarker.core.BuiltInsForMultipleTypes$is_booleanBI
1541:             3            144  freemarker.core.BuiltInsForMultipleTypes$sizeBI
1542:             3            144  freemarker.core.BuiltInsForNumbers$number_to_dateBI
1543:             3            144  freemarker.core.BuiltInsForStringsBasic$index_ofBI
1544:             9            144  freemarker.template.SimpleNumber
1545:             6            144  java.io.PushbackInputStream
1546:             6            144  java.security.SecurityPermission
1547:             6            144  java.util.TaskQueue
1548:             6            144  java.util.Timer
1549:             6            144  java.util.concurrent.Executors$RunnableAdapter
1550:             6            144  java.util.regex.Pattern$CharPropertyNames$2
1551:             6            144  javax.validation.executable.ExecutableType
1552:             6            144  javax.xml.datatype.DatatypeConstants$Field
1553:             2            144  org.apache.catalina.connector.InputBuffer
1554:             2            144  org.apache.catalina.connector.Response
1555:             6            144  org.apache.catalina.servlet4preview.http.MappingMatch
1556:             6            144  org.apache.coyote.http11.Http11InputBuffer$HeaderParsePosition
1557:             6            144  org.apache.log4j.Logger
1558:             2            144  org.apache.tomcat.util.http.Parameters
1559:             6            144  org.apache.tomcat.util.net.SocketEvent
1560:             6            144  org.hibernate.validator.internal.engine.groups.DefaultValidationOrder
1561:             6            144  org.hibernate.validator.internal.engine.groups.ValidationOrderGenerator
1562:             6            144  org.hibernate.validator.internal.metadata.raw.ConstrainedElement$ConstrainedElementKind
1563:             3            144  org.hibernate.validator.internal.xml.ValidationBootstrapParameters
1564:             3            144  org.hibernate.validator.messageinterpolation.ResourceBundleMessageInterpolator
1565:             6            144  org.jboss.logging.Logger$Level
1566:             3            144  org.joda.time.format.DateTimeFormatter
1567:             6            144  org.springframework.beans.ExtendedBeanInfo
1568:             2            144  org.springframework.boot.SpringApplication
1569:             6            144  org.springframework.boot.actuate.autoconfigure.OnEnabledHealthIndicatorCondition
1570:             1            144  org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext
1571:             1            144  org.springframework.boot.context.embedded.tomcat.TomcatEmbeddedWebappClassLoader
1572:             2            144  org.springframework.context.annotation.ClassPathBeanDefinitionScanner
1573:             6            144  org.springframework.context.expression.AnnotatedElementKey
1574:             6            144  org.springframework.core.io.DefaultResourceLoader
1575:             6            144  org.springframework.format.datetime.standard.TemporalAccessorParser
1576:             6            144  org.springframework.http.converter.ResourceHttpMessageConverter
1577:             6            144  org.springframework.web.accept.ContentNegotiationManager
1578:             9            144  org.springframework.web.context.request.RequestScope
1579:             6            144  org.springframework.web.servlet.handler.AbstractUrlHandlerMapping$PathExposingHandlerInterceptor
1580:             6            144  org.springframework.web.servlet.resource.DefaultResourceResolverChain
1581:             6            144  sun.misc.PerfCounter
1582:             3            144  sun.misc.ProxyGenerator
1583:             3            144  sun.nio.ch.WindowsSelectorImpl$FdMap
1584:             3            144  sun.nio.cs.StreamEncoder
1585:             6            144  sun.security.action.GetPropertyAction
1586:             6            144  sun.security.provider.DSAParameters
1587:             6            144  sun.security.util.DisabledAlgorithmConstraints$Constraint$Operator
1588:             6            136  [Lcom.fasterxml.jackson.databind.deser.BeanDeserializerModifier;
1589:             1            136  [Ljava.time.temporal.ChronoField;
1590:             1            136  com.netflix.discovery.shared.NamedConnectionPool
1591:             1            136  com.sun.jersey.server.impl.application.WebApplicationImpl
1592:             1            136  org.springframework.boot.context.embedded.tomcat.TomcatEmbeddedServletContainerFactory
1593:             1            136  org.springframework.cloud.netflix.eureka.server.InstanceRegistry
1594:             4            128  [Lcom.google.common.collect.MapMakerInternalMap$EntryFactory;
1595:             8            128  com.google.gson.TypeAdapter$1
1596:             8            128  com.sun.jersey.core.util.KeyComparatorHashMap$EntrySet
1597:             4            128  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$ArrayMapping
1598:             4            128  com.sun.org.apache.xerces.internal.util.XMLResourceIdentifierImpl
1599:             8            128  com.sun.proxy.$Proxy31
1600:             8            128  com.sun.proxy.$Proxy50
1601:             8            128  com.sun.proxy.$Proxy51
1602:             8            128  com.thoughtworks.xstream.converters.reflection.SerializationMethodInvoker
1603:             2            128  com.thoughtworks.xstream.mapper.AnnotationMapper
1604:             4            128  com.thoughtworks.xstream.mapper.ImplicitCollectionMapper$ImplicitCollectionMapperForClass
1605:             4            128  com.thoughtworks.xstream.mapper.ImplicitCollectionMapper$ImplicitCollectionMappingImpl
1606:             4            128  freemarker.cache.TemplateCache$TemplateCacheTemplateLookupContext
1607:             4            128  freemarker.template.SimpleCollection
1608:             2            128  java.io.ExpiringCache$1
1609:             2            128  java.io.StreamTokenizer
1610:             8            128  java.util.Hashtable$KeySet
1611:             4            128  java.util.ServiceLoader
1612:             4            128  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue
1613:             8            128  java.util.concurrent.Semaphore
1614:             8            128  java.util.regex.Pattern$CharPropertyNames$3
1615:             2            128  org.apache.catalina.connector.OutputBuffer
1616:             1            128  org.apache.catalina.core.StandardEngine
1617:             2            128  org.apache.catalina.mapper.MappingData
1618:             4            128  org.apache.coyote.ErrorState
1619:             2            128  org.apache.coyote.http11.filters.ChunkedInputFilter
1620:             4            128  org.apache.tomcat.util.collections.SynchronizedStack
1621:             4            128  org.apache.tomcat.util.modeler.modules.MbeansDescriptorsIntrospectionSource
1622:             4            128  org.springframework.beans.factory.support.ConstructorResolver$ArgumentsHolder
1623:             2            128  org.springframework.beans.factory.support.DefaultListableBeanFactory$NestedDependencyDescriptor
1624:             4            128  org.springframework.boot.autoconfigure.condition.ConditionalOnJava$JavaVersion
1625:             2            128  org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor
1626:             4            128  org.springframework.boot.loader.data.RandomAccessDataFile$FilePool
1627:             1            128  org.springframework.cloud.netflix.eureka.EurekaInstanceConfigBean
1628:             2            128  org.springframework.context.annotation.CommonAnnotationBeanPostProcessor
1629:             4            128  org.springframework.context.annotation.ConditionEvaluator$ConditionContextImpl
1630:             2            128  org.springframework.context.annotation.ConfigurationClassPostProcessor
1631:             4            128  org.springframework.expression.spel.SpelParserConfiguration
1632:             4            128  org.springframework.http.converter.StringHttpMessageConverter
1633:             8            128  org.springframework.web.cors.DefaultCorsProcessor
1634:             4            128  org.springframework.web.method.annotation.RequestParamMethodArgumentResolver
1635:             2            128  org.springframework.web.servlet.config.annotation.WebMvcConfigurationSupport$EmptyHandlerMapping
1636:             2            128  org.springframework.web.servlet.view.AbstractCachingViewResolver$2
1637:             4            128  sun.nio.ch.ServerSocketAdaptor
1638:             2            128  sun.nio.cs.ext.DoubleByte$Encoder_DBCSONLY
1639:             2            120  [Lcom.thoughtworks.xstream.io.xml.XmlFriendlyNameCoder$IntPair;
1640:             3            120  [Ljavax.servlet.DispatcherType;
1641:             6            120  [Lorg.apache.catalina.Valve;
1642:             6            120  [Lorg.springframework.aop.Advisor;
1643:             5            120  ch.qos.logback.core.pattern.parser.TokenStream$TokenizerState
1644:             5            120  ch.qos.logback.core.subst.Token$Type
1645:             5            120  com.fasterxml.jackson.annotation.JsonTypeInfo$As
1646:             5            120  com.fasterxml.jackson.annotation.JsonTypeInfo$Id
1647:             5            120  com.netflix.appinfo.InstanceInfo$InstanceStatus
1648:             5            120  com.netflix.servo.annotations.DataSourceType
1649:             5            120  com.sun.activation.registries.MimeTypeFile
1650:             5            120  com.sun.jersey.api.client.Client$ContextInjectableProvider
1651:             5            120  com.sun.jersey.core.header.reader.HttpHeaderReader$Event
1652:             5            120  com.sun.org.apache.xalan.internal.utils.FeaturePropertyBase$State
1653:             5            120  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$State
1654:             1            120  com.sun.org.apache.xerces.internal.impl.XMLEntityManager
1655:             3            120  com.sun.org.apache.xerces.internal.impl.dtd.XMLEntityDecl
1656:             1            120  com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl$JAXPSAXParser
1657:             5            120  com.sun.org.apache.xerces.internal.util.PropertyState
1658:             5            120  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State
1659:             5            120  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State
1660:             5            120  com.sun.research.ws.wadl.ParamStyle
1661:             5            120  com.thoughtworks.xstream.converters.basic.BooleanConverter
1662:             3            120  freemarker.core.BooleanLiteral
1663:             3            120  freemarker.core.ExistsExpression
1664:             3            120  freemarker.ext.beans.BeansModelCache
1665:             3            120  java.lang.invoke.BoundMethodHandle$Species_LL
1666:             3            120  java.lang.invoke.MethodHandleImpl$AsVarargsCollector
1667:             5            120  java.lang.invoke.MethodHandles$Lookup
1668:             5            120  java.time.format.SignStyle
1669:             5            120  java.util.concurrent.atomic.AtomicMarkableReference$Pair
1670:             5            120  javax.crypto.CryptoPermissions
1671:             5            120  javax.servlet.DispatcherType
1672:             5            120  jdk.xml.internal.JdkXmlFeatures$State
1673:             1            120  org.apache.catalina.connector.Connector
1674:             5            120  org.apache.catalina.core.ContainerBase$StartStopThreadFactory
1675:             3            120  org.hibernate.validator.internal.metadata.BeanMetaDataManager
1676:             5            120  org.hibernate.validator.internal.metadata.aggregated.BeanMetaDataImpl$DefaultGroupSequenceContext
1677:             5            120  org.hibernate.validator.internal.util.privilegedactions.GetMethod
1678:             5            120  org.springframework.beans.factory.config.EmbeddedValueResolver
1679:             1            120  org.springframework.boot.actuate.endpoint.jmx.EndpointMBeanExporter
1680:             5            120  org.springframework.boot.actuate.health.Status
1681:             5            120  org.springframework.boot.ansi.AnsiStyle
1682:             5            120  org.springframework.boot.context.config.ConfigFileApplicationListener$PropertySourceOrderingPostProcessor
1683:             5            120  org.springframework.cloud.client.actuator.HasFeatures
1684:             5            120  org.springframework.cloud.client.actuator.NamedFeature
1685:             5            120  org.springframework.cloud.netflix.ribbon.RibbonAutoConfiguration$$EnhancerBySpringCGLIB$$406754b2$$FastClassBySpringCGLIB$$267d86b0
1686:             5            120  org.springframework.cloud.netflix.ribbon.RibbonAutoConfiguration$$FastClassBySpringCGLIB$$1a77d6d5
1687:             1            120  org.springframework.context.annotation.AnnotationConfigApplicationContext
1688:             5            120  org.springframework.context.annotation.AnnotationScopeMetadataResolver
1689:             5            120  org.springframework.context.annotation.FilterType
1690:             3            120  org.springframework.context.event.SimpleApplicationEventMulticaster
1691:             5            120  org.springframework.core.NamedThreadLocal
1692:             5            120  org.springframework.core.convert.support.DefaultConversionService
1693:             5            120  org.springframework.core.type.StandardMethodMetadata
1694:             5            120  org.springframework.http.HttpStatus$Series
1695:             3            120  org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor
1696:             3            120  org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor
1697:             5            120  org.yaml.snakeyaml.DumperOptions$ScalarStyle
1698:             3            120  sun.misc.FloatingDecimal$BinaryToASCIIBuffer
1699:             5            120  sun.misc.FloatingDecimal$PreparedASCIIToBinaryBuffer
1700:             5            120  sun.nio.fs.WindowsPathType
1701:             3            120  sun.security.provider.DSAPublicKeyImpl
1702:             5            120  sun.security.ssl.SupportedGroupsExtension$NamedGroupType
1703:             5            120  sun.security.util.DisabledAlgorithmConstraints
1704:             5            120  sun.util.resources.ParallelListResourceBundle$KeySet
1705:             4            112  [Lcom.sun.jersey.core.spi.component.ComponentScope;
1706:             4            112  [Lcom.sun.org.apache.xalan.internal.utils.FeaturePropertyBase$State;
1707:             3            112  [Lcom.sun.org.apache.xerces.internal.util.XMLAttributesImpl$Attribute;
1708:             2            112  [Ljava.lang.invoke.MethodType;
1709:             2            112  [Ljava.security.CryptoPrimitive;
1710:             4            112  [Ljdk.xml.internal.JdkXmlFeatures$State;
1711:             1            112  [Lorg.yaml.snakeyaml.tokens.Token$ID;
1712:             2            112  [Lsun.util.logging.PlatformLogger$Level;
1713:             7            112  com.fasterxml.classmate.TypeResolver
1714:             7            112  com.fasterxml.classmate.util.ResolvedTypeCache
1715:             2            112  com.fasterxml.jackson.databind.type.CollectionType
1716:             2            112  com.netflix.discovery.shared.Applications
1717:             2            112  com.sun.org.apache.xerces.internal.util.XMLAttributesIteratorImpl
1718:             7            112  com.sun.proxy.$Proxy67
1719:             7            112  com.sun.proxy.$Proxy7
1720:             2            112  freemarker.core.LibraryLoad
1721:             2            112  freemarker.core.ReturnInstruction
1722:             7            112  java.awt.datatransfer.MimeTypeParameterList
1723:             2            112  java.net.SocketPermission
1724:             2            112  org.apache.catalina.connector.CoyoteReader
1725:             1            112  org.apache.catalina.core.StandardServer
1726:             2            112  org.apache.coyote.http11.Http11OutputBuffer
1727:             1            112  org.apache.tomcat.util.digester.Digester
1728:             2            112  org.apache.tomcat.util.scan.StandardJarScanFilter
1729:             7            112  org.springframework.boot.actuate.endpoint.mvc.$Proxy145
1730:             1            112  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping
1731:             2            112  org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor$ValidatedLocalValidatorFactoryBean
1732:             7            112  org.springframework.boot.loader.jar.JarFile$1
1733:             2            112  org.springframework.boot.web.servlet.FilterRegistrationBean
1734:             7            112  org.springframework.context.i18n.SimpleLocaleContext
1735:             2            112  org.springframework.expression.spel.support.StandardEvaluationContext
1736:             2            112  org.springframework.validation.BeanPropertyBindingResult
1737:             1            112  org.springframework.web.servlet.DispatcherServlet
1738:             7            112  org.springframework.web.servlet.FrameworkServlet$RequestBindingInterceptor
1739:             2            112  sun.nio.cs.ext.DoubleByte$Decoder_DBCSONLY
1740:             2            112  sun.security.provider.MD5
1741:             3            104  [Lorg.springframework.core.io.Resource;
1742:             1            104  ch.qos.logback.classic.LoggerContext
1743:             1            104  java.lang.invoke.InnerClassLambdaMetafactory
1744:             1            104  org.apache.tomcat.util.net.SocketProperties
1745:             1            104  org.apache.tomcat.websocket.server.WsServerContainer
1746:             1            104  org.springframework.web.servlet.view.InternalResourceViewResolver
1747:             1            104  org.springframework.web.servlet.view.freemarker.FreeMarkerViewResolver
1748:             5             96  [Lch.qos.logback.core.Appender;
1749:             2             96  [Lcom.google.common.cache.LocalCache$EntryFactory;
1750:             2             96  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State;
1751:             2             96  [Lcom.thoughtworks.xstream.core.util.ThreadSafeSimpleDateFormat;
1752:             3             96  [Ljava.text.SimpleDateFormat;
1753:             2             96  [Lorg.springframework.http.HttpMethod;
1754:             1             96  [[J
1755:             4             96  ch.qos.logback.core.pattern.parser.Token
1756:             4             96  ch.qos.logback.core.subst.Token
1757:             4             96  com.fasterxml.classmate.AnnotationInclusion
1758:             4             96  com.fasterxml.jackson.annotation.JsonCreator$Mode
1759:             4             96  com.fasterxml.jackson.annotation.JsonProperty$Access
1760:             4             96  com.fasterxml.jackson.core.JsonFactory$Feature
1761:             4             96  com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector
1762:             4             96  com.google.common.cache.LocalCache$AccessQueue$1
1763:             4             96  com.google.common.cache.LocalCache$WriteQueue$1
1764:             2             96  com.google.common.collect.Multimaps$CustomListMultimap
1765:             2             96  com.netflix.eureka.util.batcher.TrafficShaper
1766:             4             96  com.netflix.servo.monitor.StatsMonitor$1
1767:             1             96  com.sun.crypto.provider.SunJCE
1768:             2             96  com.sun.jersey.core.spi.factory.MessageBodyFactory
1769:             4             96  com.sun.jersey.core.spi.factory.MessageBodyFactory$DistanceComparator
1770:             3             96  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping
1771:             1             96  com.sun.net.ssl.internal.ssl.Provider
1772:             3             96  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager
1773:             3             96  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$NameMap
1774:             2             96  com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack
1775:             1             96  com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDProcessor
1776:             3             96  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap
1777:             6             96  com.sun.proxy.$Proxy10
1778:             6             96  com.sun.proxy.$Proxy138
1779:             6             96  com.sun.proxy.$Proxy47
1780:             6             96  com.sun.proxy.$Proxy71
1781:             1             96  com.sun.xml.internal.bind.v2.runtime.JAXBContextImpl
1782:             6             96  com.thoughtworks.xstream.converters.extended.JavaClassConverter
1783:             4             96  com.thoughtworks.xstream.converters.extended.TextAttributeConverter
1784:             4             96  com.thoughtworks.xstream.mapper.ImplicitCollectionMapper$NamedItemType
1785:             4             96  freemarker.cache.MultiTemplateLoader$MultiSource
1786:             4             96  freemarker.cache.TemplateLookupResult$PositiveTemplateLookupResult
1787:             2             96  freemarker.core.BuiltInsForExistenceHandling$has_contentBI
1788:             2             96  freemarker.core.BuiltInsForMultipleTypes$cBI$BIBeforeICE2d3d21
1789:             2             96  freemarker.core.BuiltInsForMultipleTypes$is_hashBI
1790:             2             96  freemarker.core.BuiltInsForMultipleTypes$is_numberBI
1791:             2             96  freemarker.core.BuiltInsForMultipleTypes$is_stringBI
1792:             2             96  freemarker.core.BuiltInsForSequences$seq_index_ofBI
1793:             2             96  freemarker.core.BuiltInsForStringsBasic$padBI
1794:             2             96  freemarker.core.BuiltInsForStringsMisc$numberBI
1795:             4             96  freemarker.ext.beans.ArgumentTypes
1796:             4             96  freemarker.ext.beans.BeansWrapper$MethodAppearanceDecision
1797:             4             96  freemarker.ext.beans.MemberAndArguments
1798:             4             96  freemarker.ext.beans.StringModel
1799:             6             96  freemarker.log._Log4jLoggerFactory$Log4jLogger
1800:             3             96  java.io.FileOutputStream
1801:             3             96  java.lang.NoClassDefFoundError
1802:             3             96  java.lang.reflect.WeakCache$Factory
1803:             4             96  java.math.MathContext
1804:             4             96  java.net.InetAddress$CacheEntry
1805:             4             96  java.security.spec.DSAParameterSpec
1806:             4             96  java.text.Normalizer$Form
1807:             4             96  java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser
1808:             4             96  java.time.format.DateTimeFormatterBuilder$SettingsParser
1809:             4             96  java.time.format.FormatStyle
1810:             4             96  java.util.ServiceLoader$1
1811:             6             96  java.util.Timer$1
1812:             6             96  java.util.concurrent.ConcurrentHashMap$EntrySetView
1813:             6             96  java.util.zip.CRC32
1814:             4             96  javax.annotation.meta.When
1815:             4             96  javax.management.NotificationBroadcasterSupport
1816:             2             96  javax.management.openmbean.TabularType
1817:             4             96  javax.xml.bind.annotation.XmlAccessType
1818:             2             96  jdk.internal.org.objectweb.asm.Frame
1819:             4             96  jdk.net.ExtendedSocketOptions$ExtSocketOption
1820:             2             96  org.apache.catalina.connector.CoyoteWriter
1821:             2             96  org.apache.catalina.mbeans.NamingResourcesMBean
1822:             1             96  org.apache.http.impl.client.DefaultHttpClient
1823:             3             96  org.apache.tomcat.util.buf.UDecoder$DecodeException
1824:             3             96  org.apache.tomcat.util.collections.SynchronizedQueue
1825:             4             96  org.apache.tomcat.util.digester.ArrayStack
1826:             4             96  org.apache.tomcat.util.http.MimeHeaders
1827:             4             96  org.apache.tomcat.util.log.UserDataHelper$Config
1828:             4             96  org.apache.tomcat.util.net.AbstractEndpoint$Acceptor$AcceptorState
1829:             2             96  org.apache.tomcat.util.net.NioEndpoint$Poller
1830:             1             96  org.apache.tomcat.util.threads.ThreadPoolExecutor
1831:             3             96  org.hibernate.validator.internal.cfg.context.DefaultConstraintMapping
1832:             4             96  org.hibernate.validator.internal.engine.valuehandling.JavaFXPropertyValueUnwrapper
1833:             4             96  org.hibernate.validator.internal.engine.valuehandling.OptionalValueUnwrapper
1834:             3             96  org.hibernate.validator.internal.metadata.provider.TypeAnnotationAwareMetaDataProvider
1835:             6             96  org.hibernate.validator.internal.util.privilegedactions.GetDeclaredConstructors
1836:             6             96  org.hibernate.validator.internal.util.privilegedactions.GetDeclaredFields
1837:             6             96  org.hibernate.validator.internal.util.privilegedactions.GetDeclaredMethods
1838:             2             96  org.springframework.aop.framework.AdvisedSupport
1839:             6             96  org.springframework.beans.ExtendedBeanInfo$PropertyDescriptorComparator
1840:             2             96  org.springframework.beans.SimpleTypeConverter
1841:             2             96  org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor
1842:             4             96  org.springframework.beans.factory.config.RuntimeBeanReference
1843:             3             96  org.springframework.beans.factory.support.BeanDefinitionValueResolver
1844:             6             96  org.springframework.beans.factory.support.ConstructorResolver
1845:             4             96  org.springframework.boot.actuate.autoconfigure.ManagementServerProperties$SessionCreationPolicy
1846:             4             96  org.springframework.boot.autoconfigure.condition.SearchStrategy
1847:             4             96  org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration$$EnhancerBySpringCGLIB$$c28663f4$$FastClassBySpringCGLIB$$264c443a
1848:             4             96  org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration$$FastClassBySpringCGLIB$$e2017fd7
1849:             1             96  org.springframework.boot.autoconfigure.web.ServerProperties
1850:             4             96  org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$EnableWebMvcConfiguration$$FastClassBySpringCGLIB$$81966224
1851:             4             96  org.springframework.boot.loader.jar.JarFile$2
1852:             4             96  org.springframework.boot.loader.jar.JarFileEntries$EntryIterator
1853:             6             96  org.springframework.context.annotation.AnnotationBeanNameGenerator
1854:             4             96  org.springframework.context.annotation.ScopedProxyMode
1855:             4             96  org.springframework.context.support.ApplicationListenerDetector
1856:             6             96  org.springframework.core.convert.support.ByteBufferConverter
1857:             6             96  org.springframework.core.convert.support.CharacterToNumberFactory
1858:             6             96  org.springframework.core.convert.support.EnumToIntegerConverter
1859:             6             96  org.springframework.core.convert.support.EnumToStringConverter
1860:             6             96  org.springframework.core.convert.support.FallbackObjectToStringConverter
1861:             6             96  org.springframework.core.convert.support.IdToEntityConverter
1862:             6             96  org.springframework.core.convert.support.IntegerToEnumConverterFactory
1863:             6             96  org.springframework.core.convert.support.NumberToCharacterConverter
1864:             6             96  org.springframework.core.convert.support.NumberToNumberConverterFactory
1865:             6             96  org.springframework.core.convert.support.ObjectToObjectConverter
1866:             6             96  org.springframework.core.convert.support.ObjectToOptionalConverter
1867:             6             96  org.springframework.core.convert.support.PropertiesToStringConverter
1868:             6             96  org.springframework.core.convert.support.StringToBooleanConverter
1869:             6             96  org.springframework.core.convert.support.StringToCharacterConverter
1870:             6             96  org.springframework.core.convert.support.StringToCharsetConverter
1871:             6             96  org.springframework.core.convert.support.StringToCurrencyConverter
1872:             6             96  org.springframework.core.convert.support.StringToEnumConverterFactory
1873:             6             96  org.springframework.core.convert.support.StringToLocaleConverter
1874:             6             96  org.springframework.core.convert.support.StringToNumberConverterFactory
1875:             6             96  org.springframework.core.convert.support.StringToPropertiesConverter
1876:             6             96  org.springframework.core.convert.support.StringToTimeZoneConverter
1877:             6             96  org.springframework.core.convert.support.StringToUUIDConverter
1878:             6             96  org.springframework.core.convert.support.ZoneIdToTimeZoneConverter
1879:             6             96  org.springframework.core.convert.support.ZonedDateTimeToCalendarConverter
1880:             4             96  org.springframework.core.env.PropertySource$ComparisonPropertySource
1881:             6             96  org.springframework.format.datetime.standard.TemporalAccessorPrinter
1882:             3             96  org.springframework.http.converter.xml.SourceHttpMessageConverter
1883:             4             96  org.springframework.util.ConcurrentReferenceHashMap$TaskOption
1884:             6             96  org.springframework.web.accept.HeaderContentNegotiationStrategy
1885:             4             96  org.springframework.web.method.annotation.ModelAttributeMethodProcessor
1886:             4             96  org.springframework.web.method.support.HandlerMethodArgumentResolverComposite
1887:             3             96  org.springframework.web.servlet.resource.PathResourceResolver
1888:             4             96  org.yaml.snakeyaml.nodes.NodeId
1889:             2             96  sun.management.GarbageCollectorImpl
1890:             4             96  sun.misc.FormattedFloatingDecimal$Form
1891:             1             96  sun.misc.Launcher$AppClassLoader
1892:             3             96  sun.nio.ch.AllocatedNativeObject
1893:             3             96  sun.nio.ch.PollArrayWrapper
1894:             3             96  sun.nio.ch.WindowsSelectorImpl$SubSelector
1895:             3             96  sun.reflect.UnsafeIntegerFieldAccessorImpl
1896:             1             96  sun.security.ec.SunEC
1897:             1             96  sun.security.jca.ProviderList$1
1898:             2             96  sun.security.rsa.RSASignature$MD5withRSA
1899:             1             96  sun.security.rsa.SunRsaSign
1900:             3             96  sun.security.ssl.CipherSuite$HashAlg
1901:             4             96  sun.security.ssl.CipherType
1902:             3             96  sun.util.locale.provider.LocaleServiceProviderPool
1903:             1             88  [Lorg.springframework.boot.ansi.AnsiColor;
1904:             1             88  [Lsun.security.util.ObjectIdentifier;
1905:             1             88  [[Ljava.lang.Byte;
1906:             1             88  com.netflix.discovery.converters.JsonXStream
1907:             1             88  com.netflix.discovery.converters.XmlXStream
1908:             1             88  org.apache.catalina.authenticator.NonLoginAuthenticator
1909:             1             88  org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$EnableWebMvcConfiguration$$EnhancerBySpringCGLIB$$9a4896e1
1910:             1             88  org.springframework.boot.loader.LaunchedURLClassLoader
1911:             1             88  org.springframework.http.converter.json.Jackson2ObjectMapperBuilder
1912:             1             88  org.springframework.jmx.export.annotation.AnnotationMBeanExporter
1913:             1             88  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping
1914:             1             88  sun.misc.Launcher$ExtClassLoader
1915:             1             88  sun.nio.cs.CharsetMapping
1916:             2             80  [Lcom.fasterxml.jackson.annotation.JsonAutoDetect$Visibility;
1917:             2             80  [Lcom.fasterxml.jackson.annotation.JsonTypeInfo$As;
1918:             2             80  [Lcom.fasterxml.jackson.annotation.JsonTypeInfo$Id;
1919:             4             80  [Lcom.fasterxml.jackson.databind.deser.Deserializers;
1920:             2             80  [Lcom.netflix.servo.annotations.DataSourceType;
1921:             2             80  [Lcom.sun.research.ws.wadl.ParamStyle;
1922:             2             80  [Lcom.sun.xml.internal.bind.v2.model.impl.ClassInfoImpl$SecondaryAnnotation;
1923:             1             80  [Ljava.time.temporal.ChronoUnit;
1924:             2             80  [Ljava.util.regex.Pattern;
1925:             2             80  [Ljavax.validation.executable.ExecutableType;
1926:             1             80  [Ljavax.websocket.CloseReason$CloseCodes;
1927:             3             80  [Ljavax.xml.bind.annotation.XmlElement;
